Customer Email,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Description,Ticket Status,Resolution,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating,Purchase_Year,Purchase_Month,Purchase_Day
3338,46,0,0,2020-04-20,0,6,2949,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,4,20
4476,20,1,18,2020-05-19,1,8,2531,2,0,0,0,2023-06-01 08:43:20,2023-06-01 17:14:42,3.0,2020,5,19
6305,31,2,11,2020-07-06,4,13,6682,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,6
2349,37,0,27,2021-06-28,3,10,5990,2,0,3,3,2023-06-01 05:04:22,2023-06-01 17:14:42,3.0,2021,6,28
5103,28,0,37,2020-07-16,3,9,421,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,16
115,20,2,36,2021-03-25,0,0,89,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,25
1362,30,1,16,2021-03-20,3,12,2730,1,0,2,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,20
5883,70,2,36,2021-04-07,1,9,6740,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,4,7
6506,20,0,24,2020-11-18,2,1,2795,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,18
651,43,2,10,2020-12-11,2,3,5873,0,1048,2,1,2023-06-01 15:45:31,2023-06-01 06:13:31,3.0,2020,12,11
2178,39,1,10,2020-05-19,4,4,4551,2,0,3,0,2023-06-01 12:13:31,2023-06-01 17:14:42,3.0,2020,5,19
8118,21,0,30,2020-01-03,2,1,6497,0,1418,0,0,2023-06-01 22:51:32,2023-06-01 09:25:32,5.0,2020,1,3
5417,33,1,9,2021-11-29,4,10,4794,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,11,29
4115,32,0,24,2021-07-04,2,1,6456,2,0,0,2,2023-06-01 07:45:35,2023-06-01 17:14:42,3.0,2021,7,4
1092,70,0,3,2021-11-04,4,9,7968,0,989,3,3,2023-06-01 13:20:36,2023-06-01 22:02:36,2.0,2021,11,4
3546,56,1,27,2021-01-23,1,10,5500,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,23
6576,51,1,15,2020-04-03,1,11,5622,2,0,0,3,2023-06-01 18:32:38,2023-06-01 17:14:42,3.0,2020,4,3
795,47,1,31,2020-06-28,2,0,7676,0,2274,1,1,2023-06-01 12:19:39,2023-06-01 03:17:39,5.0,2020,6,28
680,59,2,7,2020-09-21,4,12,452,0,1212,0,2,2023-06-01 10:46:40,2023-06-01 03:34:40,5.0,2020,9,21
3009,53,0,0,2021-01-21,3,13,4336,2,0,0,2,2023-06-01 18:36:42,2023-06-01 17:14:42,3.0,2021,1,21
6724,27,1,26,2021-01-16,3,9,6008,2,0,2,3,2023-06-01 17:37:42,2023-06-01 17:14:42,3.0,2021,1,16
8296,31,2,0,2021-05-14,2,9,1316,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,14
7620,31,0,20,2020-07-10,2,14,6365,2,0,1,2,2023-06-01 09:59:45,2023-06-01 17:14:42,3.0,2020,7,10
4508,43,2,37,2020-04-24,4,7,275,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,4,24
7224,19,2,18,2021-04-24,1,0,5949,0,1055,2,0,2023-06-01 22:35:48,2023-06-01 12:23:48,3.0,2021,4,24
4333,20,0,6,2021-11-18,0,4,4546,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,11,18
7799,48,1,1,2021-10-15,1,2,169,0,113,3,1,2023-06-01 15:28:49,2023-06-01 18:07:49,3.0,2021,10,15
6446,32,2,29,2021-02-07,1,12,6779,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,2,7
4546,47,1,19,2021-02-23,3,2,4361,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,2,23
1527,34,0,28,2020-04-28,2,4,640,2,0,1,1,2023-06-01 17:00:53,2023-06-01 17:14:42,3.0,2020,4,28
3541,61,1,16,2020-02-03,1,4,3985,2,0,3,2,2023-06-01 20:46:55,2023-06-01 17:14:42,3.0,2020,2,3
7075,50,2,21,2021-01-11,0,4,561,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,11
7816,40,1,32,2021-11-13,0,3,5857,2,0,0,3,2023-06-01 00:40:58,2023-06-01 17:14:42,3.0,2021,11,13
6135,26,1,12,2020-10-11,1,2,1557,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,11
3767,24,1,35,2020-01-06,0,7,4587,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,1,6
2587,20,0,23,2020-12-27,3,3,2301,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,12,27
5346,56,1,15,2021-10-16,1,8,7070,0,390,0,2,2023-06-01 04:12:04,2023-06-01 09:12:04,3.0,2021,10,16
1943,46,0,18,2020-09-25,2,15,7784,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,9,25
4363,53,2,24,2021-11-18,2,15,5047,0,2250,3,1,2023-05-31 23:26:07,2023-06-01 16:52:07,4.0,2021,11,18
4489,55,1,7,2021-07-13,4,10,658,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,13
3747,68,0,33,2020-01-19,2,10,3919,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,1,19
8019,62,1,25,2021-03-26,1,12,4659,2,0,1,1,2023-06-01 10:11:12,2023-06-01 17:14:42,3.0,2021,3,26
41,46,2,14,2021-02-11,0,1,808,2,0,1,0,2023-06-01 04:27:14,2023-06-01 17:14:42,3.0,2021,2,11
5302,58,0,26,2020-11-11,4,9,4676,0,149,3,1,2023-06-01 02:42:16,2023-06-01 04:09:16,3.0,2020,11,11
473,49,0,13,2021-09-26,0,0,4572,0,628,3,0,2023-06-01 06:11:16,2023-06-01 05:24:16,3.0,2021,9,26
917,62,2,21,2020-11-08,4,15,1085,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,8
257,43,1,10,2020-04-19,4,12,2813,2,0,0,2,2023-06-01 19:50:19,2023-06-01 17:14:42,3.0,2020,4,19
6220,25,1,5,2020-06-25,4,11,1088,2,0,0,3,2023-06-01 13:03:21,2023-06-01 17:14:42,3.0,2020,6,25
3789,69,1,32,2020-06-16,0,0,2544,0,1747,0,3,2023-06-01 02:15:22,2023-06-01 22:25:22,3.0,2020,6,16
405,20,0,0,2020-04-08,2,15,6093,2,0,3,1,2023-06-01 04:07:23,2023-06-01 17:14:42,3.0,2020,4,8
6932,46,2,12,2020-09-10,2,6,3740,2,0,2,2,2023-06-01 11:29:25,2023-06-01 17:14:42,3.0,2020,9,10
6696,44,2,25,2021-12-07,4,3,996,2,0,2,1,2023-06-01 11:00:26,2023-06-01 17:14:42,3.0,2021,12,7
3362,46,0,20,2021-10-30,0,1,4448,2,0,3,3,2023-06-01 08:46:28,2023-06-01 17:14:42,3.0,2021,10,30
7062,33,1,18,2020-10-01,3,13,1098,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,1
3339,52,0,18,2020-11-26,1,2,2803,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,26
7266,67,0,21,2020-08-18,2,1,7713,0,1575,2,1,2023-06-01 21:32:33,2023-06-01 21:31:33,1.0,2020,8,18
895,59,0,33,2021-12-30,0,9,2693,2,0,3,2,2023-06-01 16:27:34,2023-06-01 17:14:42,3.0,2021,12,30
1016,18,0,41,2021-07-20,1,1,7108,2,0,0,3,2023-06-01 12:39:35,2023-06-01 17:14:42,3.0,2021,7,20
206,52,1,25,2020-08-06,2,8,383,1,0,2,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,6
361,38,2,14,2021-10-30,4,6,6847,2,0,0,2,2023-06-01 04:55:37,2023-06-01 17:14:42,3.0,2021,10,30
4954,35,0,14,2021-06-23,3,6,5941,0,2526,2,0,2023-06-01 19:35:38,2023-06-01 07:11:38,3.0,2021,6,23
7945,70,2,12,2020-09-17,1,11,7811,0,1010,2,2,2023-06-01 18:17:39,2023-06-01 07:53:39,3.0,2020,9,17
1926,63,0,2,2020-09-28,0,9,3577,2,0,0,3,2023-06-01 17:37:41,2023-06-01 17:14:42,3.0,2020,9,28
5015,45,1,20,2020-02-14,2,4,5861,1,0,2,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,14
6202,67,2,24,2020-09-10,2,11,4871,0,1463,1,2,2023-06-01 01:11:45,2023-06-01 20:17:45,2.0,2020,9,10
7322,53,0,35,2021-10-22,0,6,277,2,0,1,1,2023-06-01 03:26:46,2023-06-01 17:14:42,3.0,2021,10,22
7170,67,2,1,2021-12-11,1,12,6111,0,1655,0,1,2023-06-01 21:20:46,2023-06-01 15:44:46,5.0,2021,12,11
2562,24,0,28,2020-11-24,0,8,2470,0,1085,0,3,2023-06-01 11:20:48,2023-05-31 23:13:48,1.0,2020,11,24
4562,63,2,38,2021-09-28,3,4,5425,2,0,0,0,2023-06-01 02:48:49,2023-06-01 17:14:42,3.0,2021,9,28
4262,28,1,12,2020-05-09,1,7,6198,2,0,0,3,2023-06-01 00:35:50,2023-06-01 17:14:42,3.0,2020,5,9
2081,40,1,0,2021-07-28,4,2,7226,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,28
5182,49,1,10,2021-02-22,4,13,4132,2,0,2,3,2023-06-01 14:23:52,2023-06-01 17:14:42,3.0,2021,2,22
4099,50,2,36,2021-08-14,0,10,5416,2,0,1,0,2023-06-01 04:36:54,2023-06-01 17:14:42,3.0,2021,8,14
7336,39,2,17,2020-02-28,0,3,1362,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,28
1713,53,0,31,2020-02-26,0,1,5616,2,0,1,1,2023-06-01 02:01:58,2023-06-01 17:14:42,3.0,2020,2,26
936,25,0,8,2020-08-29,3,9,6390,2,0,0,0,2023-06-01 19:04:59,2023-06-01 17:14:42,3.0,2020,8,29
1600,29,2,2,2020-12-03,0,11,7648,0,2222,0,1,2023-06-01 03:31:00,2023-06-01 07:58:00,4.0,2020,12,3
4101,52,2,22,2021-06-20,0,13,3753,2,0,0,0,2023-06-01 03:30:02,2023-06-01 17:14:42,3.0,2021,6,20
7643,18,2,40,2020-07-04,0,0,6505,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,4
7664,53,0,41,2020-07-21,4,3,3114,0,198,1,2,2023-06-01 11:35:05,2023-06-01 11:59:05,1.0,2020,7,21
959,49,0,35,2020-08-31,0,6,5783,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,31
8207,44,1,38,2021-01-14,4,3,4354,2,0,0,0,2023-06-01 07:11:07,2023-06-01 17:14:42,3.0,2021,1,14
3266,69,1,41,2021-10-03,0,2,315,0,1754,3,3,2023-06-01 05:47:08,2023-06-01 21:47:08,2.0,2021,10,3
8231,64,2,4,2021-09-05,1,14,7818,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,5
6247,38,1,3,2021-01-25,0,15,534,2,0,3,0,2023-06-01 00:14:10,2023-06-01 17:14:42,3.0,2021,1,25
5819,53,1,20,2021-07-05,4,3,4885,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,5
5371,67,0,35,2020-09-16,3,6,6022,0,1422,1,0,2023-06-01 09:20:13,2023-06-01 20:22:13,3.0,2020,9,16
4652,40,0,33,2021-11-25,4,13,2439,0,460,1,1,2023-06-01 03:33:15,2023-06-01 07:42:15,2.0,2021,11,25
3222,26,0,32,2021-09-07,1,10,369,2,0,3,0,2023-06-01 09:43:16,2023-06-01 17:14:42,3.0,2021,9,7
7538,46,1,37,2020-02-20,0,4,6711,0,570,1,0,2023-06-01 23:02:17,2023-06-01 13:54:17,5.0,2020,2,20
7354,67,0,23,2021-01-14,2,13,4029,0,548,3,3,2023-06-01 21:06:18,2023-06-01 18:52:18,2.0,2021,1,14
8038,35,1,19,2021-07-28,1,2,6846,2,0,1,3,2023-06-01 02:05:19,2023-06-01 17:14:42,3.0,2021,7,28
102,23,2,3,2021-07-01,3,11,3352,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,1
2792,44,0,41,2020-08-02,2,14,7847,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,2
3091,48,1,5,2021-04-26,1,0,1097,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,4,26
6845,26,1,9,2020-10-10,0,0,1133,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,10
7841,65,2,37,2021-10-03,4,14,1145,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,10,3
4806,35,0,22,2020-05-16,4,15,3479,2,0,2,0,2023-06-01 07:13:27,2023-06-01 17:14:42,3.0,2020,5,16
5757,18,0,17,2020-07-21,0,11,5170,0,2233,3,1,2023-06-01 10:49:29,2023-06-01 05:47:29,3.0,2020,7,21
5233,56,1,19,2020-03-11,1,11,28,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,3,11
5596,58,2,2,2020-09-13,0,14,3204,2,0,3,0,2023-06-01 08:14:31,2023-06-01 17:14:42,3.0,2020,9,13
2275,28,0,17,2020-06-05,2,10,3865,2,0,1,3,2023-06-01 04:16:33,2023-06-01 17:14:42,3.0,2020,6,5
2001,62,0,16,2021-12-02,2,8,5699,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,12,2
2790,58,2,14,2020-02-22,2,1,1852,0,1538,3,3,2023-06-01 17:45:35,2023-06-01 02:45:35,2.0,2020,2,22
2489,62,1,14,2020-02-18,2,13,1967,2,0,2,1,2023-06-01 14:55:37,2023-06-01 17:14:42,3.0,2020,2,18
5190,64,0,1,2020-07-25,1,2,2411,0,371,3,0,2023-06-01 21:26:39,2023-06-01 00:01:39,4.0,2020,7,25
8184,54,1,29,2020-03-10,2,1,2636,0,29,2,0,2023-06-01 18:45:39,2023-06-01 17:18:39,2.0,2020,3,10
2395,69,1,27,2021-01-02,1,4,5040,0,1635,0,1,2023-06-01 03:44:41,2023-06-01 14:49:41,4.0,2021,1,2
4207,42,2,33,2020-04-21,3,2,2178,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,4,21
2425,55,0,39,2021-04-25,3,8,2978,0,2170,1,3,2023-06-01 17:25:45,2023-06-01 09:40:45,3.0,2021,4,25
5142,20,0,17,2020-11-13,1,3,1234,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,13
1910,24,1,12,2021-05-10,2,12,3368,0,158,2,2,2023-06-01 03:36:48,2023-06-01 08:03:48,1.0,2021,5,10
6112,59,2,3,2020-07-19,0,13,3067,0,1893,3,0,2023-06-01 06:56:50,2023-06-01 20:13:50,1.0,2020,7,19
5613,56,1,9,2020-10-17,2,14,5258,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,17
7505,70,1,2,2021-12-14,3,11,324,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,12,14
4709,34,0,31,2020-05-25,1,12,5039,0,2632,2,0,2023-06-01 00:47:54,2023-06-01 08:19:54,2.0,2020,5,25
4932,18,2,17,2021-01-12,2,5,1516,0,2151,1,1,2023-06-01 19:48:56,2023-06-01 08:31:56,4.0,2021,1,12
419,59,1,14,2020-09-09,0,15,3578,2,0,0,0,2023-06-01 16:04:58,2023-06-01 17:14:42,3.0,2020,9,9
1923,69,0,15,2021-03-13,3,8,3251,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,13
1849,43,2,25,2020-11-01,3,6,7411,2,0,2,1,2023-06-01 11:33:00,2023-06-01 17:14:42,3.0,2020,11,1
155,33,2,12,2021-05-24,2,3,5249,2,0,0,1,2023-06-01 10:17:02,2023-06-01 17:14:42,3.0,2021,5,24
5908,52,0,26,2021-02-13,4,3,967,2,0,0,2,2023-06-01 07:39:04,2023-06-01 17:14:42,3.0,2021,2,13
5284,19,2,3,2020-04-23,0,7,2601,0,375,2,3,2023-06-01 13:19:05,2023-06-01 05:18:05,1.0,2020,4,23
4885,27,2,22,2021-11-02,2,2,4096,2,0,1,2,2023-06-01 07:45:07,2023-06-01 17:14:42,3.0,2021,11,2
3597,41,0,20,2021-01-03,1,7,7178,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,3
4360,24,1,22,2020-04-22,1,12,1021,2,0,0,1,2023-06-01 13:25:09,2023-06-01 17:14:42,3.0,2020,4,22
5993,44,1,37,2021-02-11,1,3,2057,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,2,11
4487,66,0,28,2021-07-12,2,2,4609,0,265,0,3,2023-06-01 20:51:12,2023-06-01 09:48:12,1.0,2021,7,12
4411,66,0,25,2021-08-22,2,7,570,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,22
7263,46,1,33,2020-02-17,0,12,619,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,17
2679,48,1,39,2020-04-13,1,5,4072,2,0,0,3,2023-06-01 15:27:17,2023-06-01 17:14:42,3.0,2020,4,13
6379,62,1,31,2021-09-27,0,12,871,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,27
1009,58,0,4,2021-08-21,2,4,5481,0,1100,1,0,2023-06-01 14:10:20,2023-06-01 03:37:20,1.0,2021,8,21
383,63,0,4,2021-07-07,2,11,1504,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,7
7104,50,1,5,2020-02-08,3,10,5832,2,0,1,0,2023-06-01 22:59:24,2023-06-01 17:14:42,3.0,2020,2,8
1690,25,2,9,2021-12-15,4,10,5988,2,0,0,0,2023-06-01 06:43:26,2023-06-01 17:14:42,3.0,2021,12,15
692,52,2,16,2020-10-13,0,4,2044,0,853,1,2,2023-06-01 07:55:28,2023-06-01 06:24:28,2.0,2020,10,13
1089,66,2,23,2021-03-27,1,14,7437,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,27
4640,18,2,20,2020-08-26,1,7,3025,0,1940,2,0,2023-06-01 18:55:30,2023-06-01 22:35:30,3.0,2020,8,26
1184,45,0,10,2020-11-29,3,6,7019,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,29
7017,70,2,23,2020-03-09,0,12,7819,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,3,9
621,31,2,2,2021-08-16,4,1,5067,0,535,2,2,2023-06-01 20:27:34,2023-06-01 07:38:34,2.0,2021,8,16
4792,57,0,21,2020-08-15,3,11,368,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,15
4560,32,0,3,2020-01-11,0,11,4011,0,497,0,0,2023-06-01 02:45:37,2023-06-01 17:42:37,3.0,2020,1,11
3502,62,0,22,2021-02-28,3,5,4572,0,998,1,2,2023-06-01 11:18:37,2023-06-01 01:08:37,3.0,2021,2,28
4965,32,1,2,2021-01-16,3,15,7578,2,0,3,3,2023-06-01 10:38:38,2023-06-01 17:14:42,3.0,2021,1,16
5017,35,1,6,2020-04-03,0,11,4883,0,1249,1,1,2023-06-01 01:33:40,2023-06-01 14:26:40,5.0,2020,4,3
158,63,1,29,2021-04-01,0,5,922,0,2301,2,0,2023-06-01 06:56:42,2023-06-01 14:16:42,5.0,2021,4,1
1786,45,0,28,2021-03-17,4,9,7609,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,17
6806,59,0,15,2021-11-13,1,0,3928,0,770,3,0,2023-06-01 20:51:44,2023-06-01 12:34:44,2.0,2021,11,13
3408,43,2,20,2020-01-17,2,5,1607,0,421,0,2,2023-06-01 06:08:46,2023-06-01 13:02:46,1.0,2020,1,17
5665,27,0,28,2020-12-11,3,11,7581,0,116,2,2,2023-06-01 11:33:47,2023-06-01 11:52:47,3.0,2020,12,11
2516,40,2,39,2021-07-15,4,2,7029,2,0,0,0,2023-06-01 19:54:47,2023-06-01 17:14:42,3.0,2021,7,15
4845,23,1,4,2021-01-03,3,14,6826,0,2211,3,1,2023-06-01 19:04:48,2023-06-01 01:29:48,2.0,2021,1,3
5217,46,2,39,2021-04-18,3,11,7787,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,4,18
3196,65,0,16,2021-12-09,0,9,6858,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,12,9
3522,44,0,12,2020-08-19,4,4,1432,2,0,2,0,2023-06-01 11:56:52,2023-06-01 17:14:42,3.0,2020,8,19
2028,21,0,4,2021-08-01,2,15,437,2,0,1,2,2023-06-01 17:53:54,2023-06-01 17:14:42,3.0,2021,8,1
4510,62,1,23,2021-11-21,0,0,5546,2,0,0,3,2023-06-01 17:35:55,2023-06-01 17:14:42,3.0,2021,11,21
6879,20,0,19,2021-01-06,0,3,3633,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,6
1397,55,2,9,2020-08-31,2,10,529,0,499,0,2,2023-06-01 04:58:59,2023-06-01 18:01:59,3.0,2020,8,31
8255,32,1,31,2021-10-24,1,10,6513,0,1842,3,1,2023-06-01 08:16:00,2023-06-01 17:25:00,3.0,2021,10,24
4850,37,1,27,2021-07-13,3,2,6883,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,13
2020,31,2,19,2021-03-05,1,14,1490,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,5
5862,31,0,18,2020-06-19,4,6,2804,0,1581,0,1,2023-06-01 15:32:04,2023-06-01 02:44:04,3.0,2020,6,19
3080,55,1,13,2021-10-24,2,10,4905,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,10,24
4743,18,0,33,2021-06-08,1,11,4347,2,0,2,0,2023-06-01 06:18:06,2023-06-01 17:14:42,3.0,2021,6,8
8257,42,0,0,2020-10-21,1,4,1987,2,0,0,1,2023-06-01 13:18:08,2023-06-01 17:14:42,3.0,2020,10,21
3407,40,1,9,2021-12-22,3,8,2936,0,266,1,1,2023-06-01 01:25:10,2023-06-01 09:03:10,4.0,2021,12,22
428,41,2,10,2021-01-29,2,8,7013,2,0,3,0,2023-06-01 07:02:11,2023-06-01 17:14:42,3.0,2021,1,29
1141,41,1,13,2020-09-25,2,14,21,0,2412,2,0,2023-06-01 01:53:12,2023-06-01 04:59:12,2.0,2020,9,25
3994,53,1,3,2021-10-13,0,13,5103,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,10,13
580,42,2,39,2021-04-23,3,6,2187,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,4,23
4095,67,1,25,2021-12-08,3,8,2789,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,12,8
5937,51,1,18,2020-01-17,1,11,360,2,0,1,3,2023-05-31 23:55:17,2023-06-01 17:14:42,3.0,2020,1,17
1271,67,2,0,2020-10-18,1,7,2954,0,1362,3,1,2023-06-01 07:07:19,2023-06-01 08:38:19,3.0,2020,10,18
59,46,2,19,2020-04-21,3,14,3532,0,1409,1,1,2023-06-01 19:18:21,2023-06-01 03:42:21,2.0,2020,4,21
550,65,1,38,2021-06-14,2,2,4571,0,63,0,3,2023-06-01 07:11:21,2023-06-01 00:34:21,2.0,2021,6,14
6045,55,0,32,2021-05-14,1,14,959,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,14
2910,34,2,28,2021-05-23,3,10,1509,0,1393,0,2,2023-06-01 15:21:24,2023-06-01 10:14:24,2.0,2021,5,23
3315,18,0,15,2021-07-09,4,6,7221,0,560,2,3,2023-06-01 05:24:25,2023-06-01 12:27:25,2.0,2021,7,9
3831,50,2,38,2021-03-09,0,11,5605,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,9
8040,55,1,37,2020-03-17,3,11,7847,2,0,1,2,2023-06-01 06:20:27,2023-06-01 17:14:42,3.0,2020,3,17
5769,33,1,20,2020-09-18,1,10,5142,0,1931,2,3,2023-06-01 15:49:28,2023-06-01 13:51:28,2.0,2020,9,18
4787,44,0,36,2020-07-04,0,13,5986,0,1908,3,2,2023-06-01 10:04:30,2023-06-01 12:11:30,4.0,2020,7,4
1554,32,0,0,2021-05-23,3,3,6596,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,23
6597,65,1,26,2020-10-02,2,9,2434,2,0,2,1,2023-06-01 09:38:32,2023-06-01 17:14:42,3.0,2020,10,2
3587,51,2,36,2020-02-25,0,9,4023,0,2200,0,0,2023-06-01 16:23:34,2023-06-01 07:04:34,5.0,2020,2,25
7891,24,0,1,2020-07-11,1,5,4510,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,11
6317,36,2,3,2021-10-25,0,12,4950,0,2679,3,1,2023-06-01 17:34:38,2023-06-01 17:22:38,2.0,2021,10,25
2089,50,0,40,2021-08-10,0,6,115,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,10
3322,70,0,34,2020-04-16,0,3,5206,0,392,2,1,2023-06-01 09:48:40,2023-06-01 04:17:40,4.0,2020,4,16
3658,18,1,0,2021-06-08,4,15,1773,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,6,8
5262,53,0,9,2020-09-24,2,3,5036,0,624,0,1,2023-06-01 07:08:43,2023-06-01 16:32:43,1.0,2020,9,24
7691,70,1,12,2020-07-24,2,11,7044,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,24
3596,31,1,38,2020-10-12,2,9,4555,2,0,0,2,2023-06-01 02:09:44,2023-06-01 17:14:42,3.0,2020,10,12
7839,53,1,24,2021-06-06,3,11,6867,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,6,6
7385,18,0,15,2021-09-01,2,9,6357,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,1
1425,49,0,12,2020-01-02,3,4,2378,0,1166,1,0,2023-06-01 11:24:47,2023-06-01 06:26:47,5.0,2020,1,2
6166,53,2,16,2021-04-13,1,2,5417,2,0,2,3,2023-06-01 03:18:49,2023-06-01 17:14:42,3.0,2021,4,13
4090,20,0,24,2020-02-16,1,2,4546,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,16
7874,56,0,35,2020-11-17,2,3,7205,2,0,1,3,2023-06-01 19:10:51,2023-06-01 17:14:42,3.0,2020,11,17
483,62,2,39,2021-02-17,1,10,7328,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,2,17
7431,20,0,34,2020-07-28,1,14,1800,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,28
